"","DIRECTORIO","SECUENCIA_P","ORDEN.x","CAR","SEC","CONS","REC","I_HOGAR"
"42500","7994925","1","1",1,1,1,1,1965703.27820256
"42501","7994926","1","1",1,1,1,1,2717940.24625793
"42502","7994928","1","1",1,1,1,1,1580363.7162596
"42503","7994929","1","1",1,1,1,1,2011283.41767937
"42504","7994930","1","1",1,1,1,1,2670227.22294554
"42505","7994931","1","1",1,0,1,1,1996527.13378891
"42506","7994932","1","1",1,0,1,0,1498465.60558304
"42507","7994933","1","1",1,0,1,1,1867623.51324782
"42508","7994934","1","1",1,0,1,1,2124033.88937935
"42509","7994935","1","1",1,1,1,1,2195316.88982621
"42510","7994936","1","1",1,0,1,1,1277172.16331512
"42511","7994937","1","1",1,0,1,1,2584921.89727724
"42512","7994939","1","1",1,1,1,1,1319988.58675361
"42513","7994941","1","1",1,0,1,1,2120575.64709336
"42514","7994942","1","1",1,1,1,1,2508775.12803301
"42515","7994943","1","1",1,1,1,1,2771960.11444554
"42516","7994945","1","1",1,1,1,1,2718495.65630779
"42517","7994948","1","1",1,0,1,1,1481228.92796993
"42518","7994949","1","1",1,0,1,1,2365962.25252375
"42519","7994951","1","1",1,0,1,1,2049743.47021431
"42520","7994952","1","1",1,0,1,1,1203453.85484397
"42521","7994953","1","1",1,0,1,1,2009633.1346035
"42522","7994955","1","1",1,1,1,1,2940138.84603977
"42523","7994956","1","1",0,0,1,1,2065827.54334435
"42524","7994957","1","1",1,0,1,1,1878058.79263207
"42525","7994959","1","1",1,1,1,1,1332530.99363297
"42526","7994960","1","1",1,0,1,1,1785156.1502181
"42527","7994961","1","1",1,1,1,1,1866191.32474065
"42528","7994963","1","1",1,0,1,0,2795043.42265427
"42529","7994964","1","1",1,0,1,1,1765078.57065648
"42530","7994967","1","1",1,1,1,1,2422989.4348979
"42531","7994968","1","1",1,0,1,1,1818886.43195853
"42532","7994970","1","1",1,1,1,1,1473006.96609542
"42533","7994972","1","1",1,1,1,1,2407233.12931135
"42534","7994973","1","1",1,0,1,1,2521751.02164969
"42535","7994975","1","1",1,0,1,1,2365756.55438006
"42536","7994976","1","1",1,1,1,1,1824049.84885827
"42537","7994977","1","1",1,1,1,0,2704840.09407461
"42538","7994978","1","1",1,1,1,1,2984704.25656065
"42539","7994979","1","1",1,1,1,0,1643182.20285699
"42540","7994982","1","1",1,0,1,1,2530581.90178126
"42541","7994983","1","1",1,0,1,1,1513267.78315008
"42542","7994984","1","1",1,1,1,1,2665371.22461945
"42543","7994985","1","1",1,0,1,1,1425506.1852932
"42544","7994986","1","1",0,0,1,0,2926851.63833201
"42545","7994988","1","1",1,0,1,0,2358405.98843992
"42546","7994989","1","1",0,1,1,0,1272031.5930061
"42547","7994994","1","1",1,0,1,1,2580913.32243755
"42548","7994995","1","1",1,0,1,1,2833110.00050977
"42549","7994996","1","1",1,1,1,1,1572842.71446988
"42550","7994997","1","1",1,0,1,1,2187079.98849452
"42551","7994998","1","1",1,0,1,1,1962626.27996504
"42552","7994999","1","1",1,0,1,1,2367964.7776857
"42553","7995000","1","1",1,0,1,1,2208041.26145318
"42554","7995003","1","1",1,0,1,1,2822215.87304026
"42555","7995004","1","1",1,0,1,1,1605842.3791267
"42556","7995005","1","1",1,0,1,1,1353983.49292576
"42557","7995006","1","1",1,0,1,1,1357364.16716129
"42558","7995008","1","1",0,0,1,1,2108361.3354899
"42559","7995009","1","1",1,1,1,1,2509569.3487674
"42560","7995010","1","1",1,0,1,1,1967635.4175806
"42561","7995011","1","1",1,0,1,0,2374778.72099727
"42562","7995012","1","1",1,0,1,1,2525264.92832229
"42563","7995014","1","1",1,0,1,1,1162750.3843978
"42564","7995015","1","1",1,0,1,0,1420552.19883099
"42565","7995016","1","1",1,0,1,0,1280218.51278841
"42566","7995022","1","1",0,0,1,1,2913823.22527468
"42567","7995024","1","1",1,0,1,1,1585404.72531691
"42568","7995026","1","1",1,0,1,1,1517393.24750379
"42569","7995027","1","1",1,0,1,1,1314453.25654
"42570","7995028","1","1",1,0,1,1,2668793.6716713
"42571","7995029","1","1",1,0,1,1,1472267.03284308
"42572","7995030","1","1",1,0,1,1,1697709.47236568
"42573","7995031","1","1",1,0,1,1,2883045.83314806
"42574","7995032","1","1",1,0,1,1,2548238.51386085
"42575","7995033","1","1",1,0,1,1,1884405.4777734
"42576","7995034","1","1",1,0,1,1,2556070.08388266
"42577","7995035","1","1",1,0,1,1,1483122.01535329
"42578","7995036","1","1",1,0,1,1,1245287.65382245
"42579","7995037","1","1",1,0,1,1,2801850.62795877
"42580","7995039","1","1",1,0,1,1,1708176.92179233
"42581","7995040","1","1",0,0,1,1,2893806.72732368
"42582","7995041","1","1",1,0,1,1,1816622.90627137
"42583","7995042","1","1",1,0,1,1,2458716.514837
"42584","7995043","1","1",1,0,1,1,1942028.51109207
"42585","7995044","1","1",1,0,1,1,1784082.89467916
"42586","7995045","1","1",1,0,1,1,2240190.96944481
"42587","7995046","1","1",1,0,1,1,2169079.50285822
"42588","7995047","1","1",1,0,1,1,1502718.33164617
"42589","7995048","1","1",1,0,1,1,2636593.48946065
"42590","7995051","1","1",1,0,1,1,2837549.0083918
"42591","7995053","1","1",0,0,1,1,1833113.74587938
"42592","7995054","1","1",1,0,1,1,2445428.03775519
"42593","7995055","1","1",1,1,1,1,1483007.42981955
"42594","7995058","1","1",0,0,1,1,1310300.0476025
"42595","7995059","1","1",1,0,1,1,1306907.60284662
"42596","7995060","1","1",0,0,1,1,2898801.88468844
"42597","7995061","1","1",1,0,1,1,2866266.78822562
"42598","7995062","1","1",1,0,1,1,1811507.27532804
"42599","7995063","1","1",1,1,1,1,2293436.49076298
"42600","7995064","1","1",1,0,1,1,2906003.92015651
"42601","7995066","1","1",1,0,1,1,1596044.77791116
"42602","7995067","1","1",1,0,1,1,1559027.52256021
"42603","7995069","1","1",1,0,1,0,2658241.09535664
"42604","7995070","1","1",1,0,1,1,2580512.77045161
"42605","7995071","1","1",1,0,1,1,1623369.35397238
"42606","7995072","1","1",1,0,1,1,2154307.88580328
"42607","7995073","1","1",1,0,1,1,1753794.44889724
"42608","7995075","1","1",1,0,1,1,2013744.25755814
"42609","7995076","1","1",1,0,1,1,1653565.82604349
"42610","7995077","1","1",0,0,1,1,1478821.792081
"42611","7995079","1","1",1,0,1,1,1925088.16698566
"42612","7995080","1","1",1,0,1,1,2412782.24313632
"42613","7995427","1","1",1,0,1,1,1598501.04710087
"42614","7995430","1","1",1,0,1,1,2982374.45309758
"42615","7995431","1","1",1,0,1,1,1798594.0325819
"42616","7995432","1","1",1,0,1,1,2807419.02315989
"42617","7995435","1","1",1,0,1,1,2252193.75098124
"42618","7995443","1","1",1,1,1,1,1551534.38530862
"42619","7995445","1","1",1,0,1,0,2635328.6732547
"42620","7995446","1","1",0,0,1,1,1774523.74000102
"42621","7995447","1","1",0,0,1,0,2796932.08800629
"42622","7995450","1","1",1,0,1,1,2456994.61773038
"42623","7995453","1","1",0,1,1,1,1432960.97870916
"42624","7995454","1","1",1,0,1,1,1783929.07379195
"42625","7995455","1","1",1,0,1,1,2761630.44458255
"42626","7995456","1","1",1,0,1,1,1812755.4041706
"42627","7995457","1","1",1,0,1,1,2166765.22191614
"42628","7995458","1","1",1,1,1,1,2125518.7215656
"42629","7995460","1","1",0,0,1,1,2823153.56388688
"42630","7995461","1","1",0,0,1,1,2321824.60349053
"42631","7995463","1","1",1,0,1,1,2585232.92990401
"42632","7995464","1","1",1,1,1,1,1703893.48398894
"42633","7995465","1","1",1,1,0,1,1463419.35738921
"42634","7995466","1","1",0,0,1,0,1857306.10014871
"42635","7995467","1","1",1,0,1,1,2182374.55515191
"42636","7995468","1","1",1,0,1,1,1990560.79046801
"42637","7995469","1","1",1,0,1,1,1424820.55965811
"42638","7995470","1","1",1,1,1,1,1385225.98618641
"42639","7995472","1","1",1,0,1,1,1517601.63219646
"42640","7995473","1","1",1,1,1,1,1494220.28584406
"42641","7995478","1","1",1,0,1,1,2111971.32773697
"42642","7995480","1","1",1,0,1,1,2704045.11934146
"42643","7995481","1","1",1,1,1,1,2144081.66885376
"42644","7995482","1","1",1,0,1,1,1889309.57522243
"42645","7995483","1","1",1,1,1,1,2532068.86572763
"42646","7995484","1","1",1,0,1,1,2785383.43906403
"42647","7995486","1","1",1,0,1,1,2305488.88541758
"42648","7995487","1","1",1,0,1,1,1349276.88874304
"42649","7995488","1","1",1,1,1,1,2261494.57197636
"42650","7995491","1","1",1,0,1,1,1761643.32618937
"42651","7995492","1","1",1,1,1,1,1867416.19700566
"42652","7995493","1","1",1,1,1,1,1575014.87221569
"42653","7995494","1","1",1,0,0,1,2462824.44957644
"42654","7995496","1","1",1,0,1,1,2952370.62556669
"42655","7995497","1","1",1,1,1,1,1321393.97060499
"42656","7995498","1","1",0,0,1,1,2562744.37591434
"42657","7995499","1","1",1,1,1,1,1895592.50120074
"42658","7995500","1","1",0,0,1,1,1358107.68833384
"42659","7995502","1","1",1,0,1,1,2825543.8628979
"42660","7995503","1","1",1,1,1,1,2052368.30824986
"42661","7995504","1","1",1,1,1,1,1177664.79982063
"42662","7995507","1","1",1,1,1,1,1693044.57759485
"42663","7995508","1","1",1,0,1,0,2076501.47747248
"42664","7995509","1","1",1,0,1,1,2946887.07493246
"42665","7995515","1","1",1,0,1,1,1950864.22152817
"42666","7995516","1","1",1,0,1,1,2664007.61658326
"42667","7995517","1","1",1,0,1,1,1209854.27225009
"42668","7995518","1","1",1,0,1,1,1766910.7238017
"42669","7995520","1","1",1,1,1,1,1221444.14607435
"42670","7995522","1","1",1,1,1,1,2731550.43233186
"42671","7995523","1","1",1,0,1,0,2621328.93072441
"42672","7995525","1","1",1,0,1,1,2298977.94336081
"42673","7995526","1","1",1,1,1,1,1425973.05318341
"42674","7995527","1","1",1,0,1,1,2349873.61898646
"42675","7995527","1","2",1,0,1,1,1939125.68913773
"42676","7995528","1","1",1,0,1,1,1640784.56906602
"42677","7995529","1","1",1,0,1,1,2139691.81740656
"42678","7995531","1","1",1,1,1,1,2055783.84593129
"42679","7995532","1","1",1,0,1,1,1304481.26098141
"42680","7995534","1","1",1,1,1,1,1675155.36375344
"42681","7995535","1","1",1,0,1,1,1234451.1507079
"42682","7995537","1","1",1,0,1,1,2930622.20232561
"42683","7995538","1","1",1,1,1,1,2139419.17231306
"42684","7995539","1","1",1,0,1,1,1410782.04231337
"42685","7995540","1","1",1,0,1,1,2295556.74768984
"42686","7995541","1","1",1,0,1,1,2438477.91027278
"42687","7995542","1","1",0,1,0,0,1396616.5288724
"42688","7995543","1","1",1,0,1,1,1502366.85555428
"42689","7995544","1","1",1,0,1,1,2686087.2192122
"42690","7995545","1","1",1,0,1,1,1582258.25209171
"42691","7995546","1","1",1,0,1,1,2225930.36476523
"42692","7995547","1","1",1,0,1,1,2028982.90229961
"42693","7995548","1","1",1,0,1,1,2348407.62734413
"42694","7995550","1","1",1,0,1,1,2695495.62683329
"42695","7995551","1","1",1,0,1,1,1544997.55924568
"42696","7995552","1","1",1,0,1,1,2074743.70330572
"42697","7995554","1","1",1,0,1,1,1860619.65307221
"42698","7995555","1","1",1,0,1,0,2163284.16388482
"42699","7995557","1","1",1,0,1,0,1578111.3583222
"42700","7995558","1","1",1,1,1,0,2354537.20197082
"42701","7995559","1","1",1,0,1,1,2668104.56179082
"42702","7995563","1","1",1,0,1,1,2757379.53925505
"42703","7995565","1","1",1,0,1,1,2965237.76857182
"42704","7995566","1","1",1,0,1,1,2823958.83884281
"42705","7995567","1","1",1,0,1,1,2274921.45452648
"42706","7995569","1","1",1,0,1,1,2419360.54384336
"42707","7995571","1","1",1,0,1,1,2544732.98728466
"42708","7995572","1","1",1,0,1,1,2431728.09155658
"42709","7995573","1","1",1,0,1,1,2156516.75514877
"42710","7995574","1","1",1,0,1,1,2149974.53885153
"42711","7995575","1","1",0,0,1,0,2309754.29065526
"42712","7995576","1","1",1,0,1,1,1583352.17619315
"42713","7995577","1","1",1,0,1,1,1173018.46027374
"42714","7995578","1","1",1,0,1,1,1661037.93444112
"42715","7995579","1","1",1,1,1,1,2713309.79766324
"42716","7995580","1","1",1,0,1,1,1851058.83788317
"42717","7995581","1","1",1,1,1,1,2092586.94721386
"42718","7995582","1","1",1,0,1,1,2940668.53359342
"42719","7995584","1","1",1,0,1,1,1294523.43245968
"42720","7995586","1","1",1,0,1,1,2919765.20886645
"42721","7995587","1","1",1,0,1,1,1273260.63454151
"42722","7995588","1","1",1,0,1,1,1260669.25287247
"42723","7995589","1","1",1,0,1,1,2661413.90712932
"42724","7995594","1","1",1,0,1,1,2331180.83653972
"42725","7995598","1","1",1,0,1,1,1664982.10879043
"42726","7995600","1","1",1,0,1,1,1542318.06144118
"42727","7995602","1","1",1,0,1,1,2054717.19002351
"42728","7995603","1","1",1,0,1,1,1975307.62139708
"42729","7995604","1","1",1,0,1,1,1577043.07274893
"42730","7995607","1","1",1,0,1,1,2938488.02959546
"42731","7995610","1","1",1,0,1,1,2772283.05939585
"42732","7995611","1","1",1,0,1,1,2573064.69619274
"42733","7995612","1","1",1,0,1,1,2488771.70938998
"42734","7995613","1","1",1,0,1,1,2073716.27418324
"42735","7995614","1","1",1,0,1,1,1684499.02687222
"42736","7995615","1","1",1,0,1,1,1642712.64070645
"42737","7995616","1","1",1,0,1,1,2722133.71058926
"42738","7995617","1","1",1,0,1,1,2006455.54779097
"42739","7995619","1","1",1,0,1,1,1758614.13447186
"42740","7995620","1","1",1,0,1,1,2326593.41556951
"42741","7995621","1","1",1,0,1,1,1676191.54568762
"42742","7995622","1","1",1,0,1,1,2449801.43789202
"42743","7995623","1","1",1,0,1,1,2416675.31779036
"42744","7995624","1","1",1,0,1,1,2125632.15425238
"42745","7995625","1","1",1,0,1,1,1257563.33021447
"42746","7995626","1","1",1,0,1,1,2523036.24765947
"42747","7995627","1","1",1,0,1,1,2261220.411174
"42748","7995628","1","1",1,0,1,1,2109898.71539176
"42749","7995629","1","1",1,0,1,1,1906774.26977083
"42750","7995630","1","1",1,0,0,1,2416487.9855141
"42751","7995631","1","1",1,0,1,1,2412767.66482741
"42752","7995632","1","1",1,0,1,1,1552203.96319404
"42753","7995633","1","1",1,0,1,1,1878850.57015345
"42754","7995634","1","1",1,0,1,1,1890196.33002579
"42755","7995637","1","1",1,0,1,1,1534375.2658926
"42756","7995638","1","1",1,0,1,1,1554708.68451521
"42757","7995640","1","1",1,0,1,1,1467288.75476867
"42758","7995641","1","1",1,0,1,1,1691939.16486576
"42759","7995642","1","1",1,0,1,1,2288366.06333032
"42760","7995643","1","1",1,0,1,1,1870555.82597852
"42761","7995644","1","1",1,0,1,1,2977580.3636387
"42762","7995645","1","1",1,0,1,1,2243456.72827214
"42763","7995646","1","1",1,0,1,1,2740745.84472924
"42764","7995647","1","1",1,0,1,1,1361613.20077255
"42765","7995648","1","1",1,0,1,0,2484081.22193068
"42766","7995649","1","1",1,0,1,1,2014595.04233673
"42767","7995650","1","1",0,0,1,1,1924151.64098144
"42768","7995651","1","1",1,0,1,1,2826477.29922086
"42769","7995652","1","1",1,0,1,1,1635306.66656792
"42770","7995653","1","1",1,0,1,1,1952270.23299783
"42771","7995654","1","1",1,0,1,1,1520074.65429604
"42772","7995656","1","1",1,0,1,1,2680591.856502
"42773","7995657","1","1",1,0,1,1,1835039.1138345
"42774","7995658","1","1",1,1,1,0,2998360.53337902
"42775","7995659","1","1",1,0,1,1,1569920.92901841
"42776","7995660","1","1",0,0,0,1,2483705.50263673
"42777","7995661","1","1",1,0,1,1,1561180.16844615
"42778","7995662","1","1",0,0,1,0,2109006.74642995
"42779","7995663","1","1",1,0,1,1,1866308.30336362
"42780","7995664","1","1",0,0,0,1,2287600.1278311
"42781","7995665","1","1",1,0,1,1,2163398.76784012
"42782","7995667","1","1",1,0,1,0,1442910.51838547
"42783","7995669","1","1",1,0,1,1,2137062.05695868
"42784","7995671","1","1",1,0,1,1,2070543.92980412
"42785","7995674","1","1",1,0,1,1,1888734.33800414
"42786","7995675","1","1",1,0,1,1,2632389.51712847
"42787","7995676","1","1",1,0,1,1,2771574.06451181
"42788","7995678","1","1",1,0,1,1,2172323.58207926
"42789","7995679","1","1",1,0,1,1,1304339.23931792
"42790","7995680","1","1",1,0,1,1,1834284.70037878
"42791","7995681","1","1",1,0,1,1,1596031.5666534
"42792","7995682","1","1",1,0,1,1,2099604.67068478
"42793","7995683","1","1",1,0,1,1,2735230.60986772
"42794","7995684","1","1",1,0,1,1,1207649.08036217
"42795","7995686","1","1",1,0,0,1,2433438.21557239
"42796","7995687","1","1",1,0,1,1,2045401.53410286
"42797","7995688","1","1",1,0,1,1,2356744.07793209
"42798","7995689","1","1",1,0,1,1,2508419.34600845
"42799","7995690","1","1",1,0,1,1,2139337.97864243
"42800","7995691","1","1",1,0,1,1,1836585.16814932
"42801","7995693","1","1",1,0,1,1,1262567.47344509
"42802","7995694","1","1",1,0,1,1,2459808.08226392
"42803","7995695","1","1",1,0,1,1,2025284.32205319
"42804","7995696","1","1",1,0,1,1,1390338.58614042
"42805","7995697","1","1",1,0,1,1,2902892.64025167
"42806","7995698","1","1",1,0,1,1,2989888.47654313
"42807","7995699","1","1",1,0,1,1,1372852.63353959
"42808","7995700","1","1",1,0,1,1,1809602.19807923
"42809","7995702","1","1",1,1,1,1,2815043.07258874
"42810","7995703","1","1",1,0,1,1,2017917.94270277
"42811","7995704","1","1",1,0,1,1,1785044.14755851
"42812","7995706","1","1",1,0,1,1,2787407.6558277
"42813","7995707","1","1",1,0,1,1,1432295.34475133
"42814","7995711","1","1",1,0,1,1,2398803.24542522
"42815","7995712","1","1",1,0,1,1,1416855.21740466
"42816","7995713","1","1",0,0,1,1,1808463.46288919
"42817","7995714","1","1",0,0,1,1,2885157.76481479
"42818","7995716","1","1",1,0,1,1,1264142.63553917
"42819","7995717","1","1",1,0,1,1,1463223.68100286
"42820","7995719","1","1",1,0,1,1,2055631.36167824
"42821","7995720","1","1",1,0,1,1,2769078.38646322
"42822","7995721","1","1",1,0,1,1,1539029.03746814
"42823","7995723","1","1",1,0,1,1,2325601.91191733
"42824","7995724","1","1",1,0,1,1,2339042.89895669
"42825","7995725","1","1",1,0,1,1,1234173.83424938
"42826","7995726","1","1",1,0,1,1,2274851.54813156
"42827","7995727","1","1",1,0,1,1,1294267.36120135
"42828","7995728","1","1",1,0,1,1,2441865.43690041
"42829","7995729","1","1",1,0,1,1,1638588.48899603
"42830","7995730","1","1",1,0,1,1,2312380.05405292
"42831","7995731","1","1",1,0,1,1,1450837.39770576
"42832","7995732","1","1",1,0,1,1,2776390.45391232
"42833","7995733","1","1",1,0,1,1,1552902.78809145
"42834","7995734","1","1",1,0,1,1,2100868.64678189
"42835","7995735","1","1",1,0,1,1,2984618.57488379
"42836","7995736","1","1",1,0,1,1,2571093.04685146
"42837","7995737","1","1",1,0,1,1,2692784.45079923
"42838","7995740","1","1",1,0,1,1,1241830.56995273
"42839","7995742","1","1",1,0,1,1,2363244.90698054
"42840","7995743","1","1",0,0,1,1,2826199.23304766
"42841","7995744","1","1",1,0,1,1,2429214.43706378
"42842","7995745","1","1",1,0,1,1,1819820.50361112
"42843","7995746","1","1",1,0,1,1,1275678.85249853
"42844","7995749","1","1",1,0,1,1,1500491.87485129
"42845","7995750","1","1",1,0,0,1,1191337.41142228
"42846","7995751","1","1",1,0,1,1,2395438.72946873
"42847","7995752","1","1",0,0,1,1,2981882.81634822
"42848","7995753","1","1",1,0,1,1,2994154.08141911
"42849","7995755","1","1",1,1,1,1,2122666.8035239
"42850","7995756","1","1",1,0,1,1,2025980.58206961
"42851","7995757","1","1",1,0,1,1,2652092.51139313
"42852","7995759","1","1",1,0,1,1,1913726.56714171
"42853","7995761","1","1",1,0,1,1,1579447.54650816
"42854","7995763","1","1",1,0,1,0,2873145.26569098
"42855","7995768","1","1",1,0,1,1,2402193.10559332
"42856","7995769","1","1",1,0,1,1,1985128.58157977
"42857","7995771","1","1",1,0,1,1,2193866.22535065
"42858","7995772","1","1",1,0,1,1,2754658.89496729
"42859","7995773","1","1",1,0,1,1,1375582.81891048
"42860","7995779","1","1",1,1,1,1,2896025.09748191
"42861","7995781","1","1",1,0,1,1,2308208.4595412
"42862","7995783","1","1",1,0,1,1,2324620.48014626
"42863","7995784","1","1",1,0,1,1,1363357.45565593
"42864","7995785","1","1",0,0,1,1,1260658.98692235
"42865","7995786","1","1",1,0,1,1,1998274.51134101
"42866","7995787","1","1",1,0,1,1,1185355.10089248
"42867","7995788","1","1",1,0,1,1,1832638.55144382
"42868","7995790","1","1",1,0,1,1,1733426.21138319
"42869","7995791","1","1",1,0,1,1,2945312.87204474
"42870","7995792","1","1",1,0,1,1,1307778.65605429
"42871","7995793","1","1",0,0,0,0,2243616.28383398
"42872","7995794","1","1",0,1,1,1,2397674.82759431
"42873","7995796","1","1",1,0,1,1,2596898.62815663
"42874","7995797","1","1",0,1,1,1,1275809.74753946
"42875","7995799","1","1",1,0,1,1,2609616.53167382
"42876","7995801","1","1",1,0,1,1,2414246.52757123
"42877","7995802","1","1",1,0,1,1,1843912.19304875
"42878","7995803","1","1",1,1,1,1,1851340.96022695
"42879","7995804","1","1",1,0,1,1,2498643.24703813
"42880","7995805","1","1",1,0,1,1,2860939.36374411
"42881","7995806","1","1",1,1,1,1,2779788.03185746
"42882","7995807","1","1",1,0,1,1,1992856.87347874
"42883","7995809","1","1",1,0,1,1,2738687.58792058
"42884","7995810","1","1",1,0,1,1,2828251.45529583
"42885","7995811","1","1",1,0,1,1,1665173.35629091
"42886","7995812","1","1",1,0,1,1,1383825.10105148
"42887","7995815","1","1",1,0,1,1,2220564.72111493
"42888","7995816","1","1",1,0,1,1,1824588.36419508
"42889","7995817","1","1",1,0,1,1,2683532.41523728
"42890","7995818","1","1",1,0,1,1,2394233.92942175
"42891","7995819","1","1",1,0,1,1,2383405.05369008
"42892","7995820","1","1",1,0,1,1,2895344.10851076
"42893","7995822","1","1",1,0,1,1,2924782.24376217
"42894","7995823","1","1",1,0,1,1,1160818.08993593
"42895","7995824","1","1",1,0,1,1,2385704.51170206
"42896","7995825","1","1",1,0,1,1,1567392.077595
"42897","7995828","1","1",1,0,1,1,2842604.28644717
"42898","7995829","1","1",1,0,1,1,2073356.67846724
"42899","7995830","1","1",1,1,1,1,1471602.41035745
"42900","7995831","1","1",1,1,1,1,1592935.66618115
"42901","7995832","1","1",1,0,1,1,2627002.25641951
"42902","7995833","1","1",1,0,1,1,2006953.61752063
"42903","7995834","1","1",1,1,1,1,2211851.14819556
"42904","7995835","1","1",1,0,1,1,2864072.62613997
"42905","7995836","1","1",1,0,1,1,2308302.57143825
"42906","7995838","1","1",1,1,1,1,2424794.86307129
"42907","7995840","1","1",1,0,1,1,1933720.26348487
"42908","7995841","1","1",1,0,1,1,1313928.06941643
"42909","7995842","1","1",1,0,1,1,1764884.47895274
"42910","7995843","1","1",1,1,1,1,2401603.52440551
"42911","7995844","1","1",0,0,1,1,2973557.78969824
"42912","7995845","1","1",1,0,1,1,1527166.54982418
"42913","7995847","1","1",1,0,1,1,2453678.66143584
"42914","7995848","1","1",1,1,0,1,2533693.36375967
"42915","7995849","1","1",0,0,1,1,2461596.48377448
"42916","7995850","1","1",1,0,1,1,1290883.78021494
"42917","7995851","1","1",1,0,1,1,1380501.503665
"42918","7995852","1","1",1,0,1,1,1652324.04449955
"42919","7995853","1","1",1,1,1,1,2759338.00604194
"42920","7995854","1","1",1,0,1,1,1363465.63134342
"42921","7995855","1","1",1,0,1,1,1391529.35709804
"42922","7995856","1","1",0,0,1,1,2020540.99470377
"42923","7995857","1","1",1,0,1,1,1584419.86242309
"42924","7995858","1","1",1,1,1,1,1986860.13372615
"42925","7995859","1","1",1,0,1,1,2479856.68770969
"42926","7995860","1","1",1,1,1,1,2437046.39265314
"42927","7995861","1","1",1,0,1,1,2918671.39743641
"42928","7995862","1","1",1,0,1,1,1981453.20864394
"42929","7995863","1","1",1,0,1,1,1395077.02706382
"42930","7995865","1","1",0,0,1,1,2069172.09589854
"42931","7995866","1","1",1,1,1,1,1728292.9128781
"42932","7995868","1","1",1,0,1,1,1542119.37805638
"42933","7995870","1","1",1,0,1,1,2773075.14408603
"42934","7995871","1","1",1,0,1,1,2801681.8222031
"42935","7995872","1","1",1,0,0,1,1448880.10047376
"42936","7995873","1","1",1,1,1,1,1411585.17608419
"42937","7995874","1","1",1,0,1,1,1280739.06667531
"42938","7995875","1","1",1,0,1,1,2176280.04232422
"42939","7995876","1","1",1,0,1,1,2764503.43774632
"42940","7995877","1","1",1,0,1,1,2509515.56894928
"42941","7995878","1","1",1,0,1,1,2729185.83525345
"42942","7995879","1","1",0,0,0,1,2101387.76250184
"42943","7995881","1","1",1,1,1,1,2243595.00607476
"42944","7995882","1","1",1,0,1,1,1715396.99839428
"42945","7995884","1","1",1,1,1,1,2994356.11667112
"42946","7995886","1","1",1,0,1,1,2328138.25791702
"42947","7995887","1","1",0,0,1,1,2779825.90273023
"42948","7995888","1","1",1,1,1,1,2639029.11107987
"42949","7995889","1","1",1,0,1,1,2107336.35943383
"42950","7995890","1","1",0,0,1,1,2821618.11139435
"42951","7995891","1","1",1,0,1,1,2065780.8643952
"42952","7995892","1","1",1,0,1,1,1912457.07271621
"42953","7995893","1","1",1,0,1,1,2152740.10647088
"42954","7995894","1","1",1,0,1,1,2703222.99037129
"42955","7995897","1","1",1,0,1,1,2030487.00643703
"42956","7995898","1","1",1,1,1,1,1259038.30129653
"42957","7995899","1","1",1,0,1,1,2139734.85017195
"42958","7995900","1","1",1,0,1,1,1587530.17969429
"42959","7995901","1","1",1,0,1,1,2853544.60919276
"42960","7995902","1","1",1,0,1,1,2282600.36379099
"42961","7995904","1","1",1,1,1,1,2724748.24368954
"42962","7995906","1","1",1,0,1,1,1707981.41462728
"42963","7995909","1","1",1,0,1,1,2300603.09642926
"42964","7995910","1","1",1,0,1,1,2688777.19931304
"42965","7995911","1","1",1,0,1,1,2253410.10734439
"42966","7995912","1","1",1,0,1,1,1402562.42426112
"42967","7995913","1","1",1,0,1,1,1638816.49265066
"42968","7995915","1","1",1,0,1,1,1168013.88991997
"42969","7995916","1","1",1,0,1,1,2621079.84337956
"42970","7995917","1","1",1,0,1,1,1631865.90934172
"42971","7995919","1","1",1,0,1,1,2292421.15646601
"42972","7995920","1","1",1,0,1,1,1419732.13093355
"42973","7995923","1","1",1,0,1,1,2250259.46656242
"42974","7995924","1","1",1,1,1,1,1734725.93687475
"42975","7995925","1","1",1,1,1,1,1640801.91789195
"42976","7995930","1","1",0,0,1,0,2527258.52202624
"42977","7995931","1","1",1,1,1,1,2850203.90760154
"42978","7995933","1","1",1,0,1,1,2437118.06794629
"42979","7995934","1","1",1,0,1,1,2904608.69215429
"42980","7995935","1","1",1,0,1,1,2660062.01863289
"42981","7995936","1","1",1,0,1,1,1343208.5246779
"42982","7995937","1","1",1,0,1,1,1878117.39247292
"42983","7995938","1","1",1,0,1,1,2970616.8599613
"42984","7995939","1","1",1,0,1,1,1799059.24810097
"42985","7995940","1","1",1,0,1,1,1806412.21484169
"42986","7995941","1","1",1,0,1,1,2021767.50563085
"42987","7995942","1","1",1,0,1,1,1527599.9144651
"42988","7995945","1","1",1,1,1,1,2234687.9472211
"42989","7995946","1","1",1,1,1,1,2921682.03392997
"42990","7995947","1","1",0,0,1,1,2219277.01376379
"42991","7995948","1","1",1,0,1,1,2876082.49183744
"42992","7995949","1","1",1,0,1,1,2622497.85542488
"42993","7995950","1","1",1,0,1,1,2609763.25426251
"42994","7995951","1","1",1,1,1,1,2808199.75931197
"42995","7995954","1","1",0,0,1,1,1724379.82941046
"42996","7995955","1","1",1,0,1,1,2864435.48589945
"42997","7995956","1","1",1,0,1,1,1517951.40322298
